Key,Item Type,Publication Year,Author,Title,Publication Title,ISBN,ISSN,DOI,Url,Abstract Note,Date,Access Date,Pages,Num Pages,Issue,Volume,Number Of Volumes,Journal Abbreviation,Short Title,Series,Series Number,Series Text,Series Title,Publisher,Place,Language,Rights,Type,Archive,Archive Location,Library Catalog,Call Number,Extra,,,,,,,,,,,,,,
473J79GD,journalArticle,1991,"Clemons, Eric K; Row, Michael C",Information Technology at Rosenbluth Travel: Competitive Advantage in a Rapidly Growing Global Service Company,Journal of Management Information Systems,,,,,,1991,,53-79,,2,8,,Journal of Management Information Systems,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q88WJ9WT,journalArticle,2001,"Bassellier, Geneviève; Reich, Blaize Horner; Benbasat, Izak",Information Technology Competence of Business Managers: A Definition and Research Model,Journal of Management Information Systems,,,,,,2001,,159-182,,4,17,,Journal of Management Information Systems,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NQHMV6DR,journalArticle,2010,"Cavusoglu, Hasan; Hu, Nan; Li, Yingjiu; Ma, Dan","Information Technology Diffusion with Influentials, Imitators, and Opponents",Journal of Management Information Systems,,,,,,2010,,305-334,,2,27,,Journal of Management Information Systems,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HPHB3XCN,journalArticle,1999,"Bharadwaj, Anandhi S.; Bharadwaj, Sundar G.; Konsynski, Benn R.",Information Technology Effects on Firm Performance as Measured by Tobin's q,Management Science,,0025-1909,10.1287/mnsc.45.7.1008,http://pubsonline.informs.org/doi/abs/10.1287/mnsc.45.7.1008,"Despite increasing anecdotal evidence that information technology (IT) assets contribute to firm performance and future growth potential of firms, the empirical results relating IT investments to firm performance measures have been equivocal. However, the bulk of the studies have relied exclusively on accounting-based measures of firm performance, which largely tend to ignore IT's contribution to performance dimensions such as strategic flexibility and intangible value. In this paper, we use Tobin's q, a financial market-based measure of firm performance and examine the association between IT investments and firm q values, after controlling for a variety of industry factors and firm-specific variables. The results based on data from 1988�1993 indicate that, in all of the five years, the inclusion of the IT expenditure variable in the model increased the variance explained in q significantly. The results also showed that, for all five years, IT investments had a significantly positive association with Tobin's q value. Our results are consistent with the notion that IT contributes to a firm's future performance potential, which a forward-looking measure such as the q is better able to capture.",7/1/1999,10/4/2015 22:01,1008-1024,,7,45,,Management Science,,,,,,,,,,,,,pubsonline.informs.org (Atypon),,,,,,,,,,,,,,,,
PK7UD9BU,journalArticle,2012,"Rivard, Suzanne; Lapointe, Liette",Information technology implementers' responses to user resistance: nature and effects,MIS quarterly,,,,https://pdfs.semanticscholar.org/a5ac/06fc88e81515c609767ebf166ed7c81c73fc.pdf,,2012,8/15/2016 14:01,897�920,,3,36,,,Information technology implementers' responses to user resistance,,,,,,,,,,,,Google Scholar,,,,,,,,,,,,,,,,
VKAXJT7H,journalArticle,1997,"Ein-Dor, Phillip; Myers, Michael D; Raman, K S",Information Technology in Three Small Developed Countries,Journal of Management Information Systems,,,,,,1997,,61-89,,4,13,,Journal of Management Information Systems,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MTC6C2T8,journalArticle,2005,"Demirhan, Didem; Jacob, Varghese S; Raghunathan, Srinivasan",Information Technology Investment Strategies Under Declining Technology Cost,Journal of Management Information Systems,,,,,,2005,,321-350,,3,22,,Journal of Management Information Systems,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VUA79UQ6,journalArticle,2003,"Quan, Jing Jim; Qing, Hu; Hart, Paul J",Information Technology Investments and Firms' Performance--A Duopoly Perspective,Journal of Management Information Systems,,,,,,2003,,121-158,,3,20,,Journal of Management Information Systems,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NXE2MSP3,journalArticle,2004,"Zhu, Kevin; Kraemer, Kenneth L; Xu, Sean; Dedrick, Jason",Information Technology Payoff in E-Business Environments: An International Perspective on Value Creation of E-Business in the Financial Services Industry,Journal of Management Information Systems,,,,,,2004,,17-54,,1,21,,Journal of Management Information Systems,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ECHKT2EN,journalArticle,2000,"Devaraj, Sarv; Kohli, Rajiv",Information Technology Payoff in the Health-Care Industry: A Longitudinal Study,Journal of Management Information Systems,,,,,,2000,,41-67,,4,16,,Journal of Management Information Systems,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
QRGXCBQT,journalArticle,2005,"Tanriverdi, H�seyin","Information Technology Relatedness, Knowledge Management Capability, and Performance of Multibusiness Firms",MIS Quarterly,,0276-7783,,http://www.jstor.org/stable/25148681,"Business value of information technology is an enduring research question. The elusive link between IT and financial firm performance calls for further research into intermediate organizational variables through which IT may influence firm performance. This study proposes that knowledge management (KM) is a critical organizational capability through which IT influences firm performance. In the context of multibusiness firms, the study examines how the IT resources of a firm should be organized and managed to enhance the firm's KM capability, and whether and how KM capability influences firm performance. The study develops two hypothesizes: (1) IT relatedness of the firm's business units enhances cross-unit KM capability; (2) KM capability, in turn, leads to superior firm performance. Data from 250 Fortune 1000 firms provide empirical support for these hypotheses. IT relatedness of business units enhances the cross-unit KM capability of the firm. The KM capability creates and exploits cross-unit synergies from the product, customer, and managerial knowledge resources of the firm. These synergies increase the financial performance of the firm. IT relatedness also has significant indirect effects on firm performance through the mediation of KM capability.",2005,7/23/2016 20:59,311-334,,2,29,,MIS Quarterly,,,,,,,,,,,,,JSTOR,,,,,,,,,,,,,,,,
WMCJUJKA,journalArticle,2011,"Kunsoo, Han; Young Bong, Chang; Jungpil, Hahn",Information Technology Spillover and Productivity: The Role of Information Technology Intensity and Competition,Journal of Management Information Systems,,,,,,2011,,115-145,,1,28,,Journal of Management Information Systems,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
X353CJEK,journalArticle,2005,"Wigand, Rolf T; Steinfield, Charles W; Markus, M Lynne",Information Technology Standards Choices and Industry Structure Outcomes: The Case of the U.S. Home Mortgage Industry,Journal of Management Information Systems,,,,,,2005,,165-191,,2,22,,Journal of Management Information Systems,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3GFSWS7U,journalArticle,2000,"Lee, Byungtae; Menon, Nirup M",Information Technology Value Through Different Normative Lenses,Journal of Management Information Systems,,,,,,2000,,99-119,,4,16,,Journal of Management Information Systems,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GH8ASFAE,journalArticle,1993,"Bakos, J Yannis; Brynjolfsson, Erik","Information Technology, Incentives, and the Optimal Number of Suppliers",Journal of Management Information Systems,,,,,,1993,,37-53,,2,10,,Journal of Management Information Systems,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NPJJG2DE,journalArticle,2006,"Bardhan, Indranil; Whitaker, Jonathan; Mithas, Sunil","Information Technology, Production Process Outsourcing, and Manufacturing Plant Performance",Journal of Management Information Systems,,,,,,2006,,13-40,,2,23,,Journal of Management Information Systems,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GWSA3MRC,journalArticle,1988,"Zaki, Ahmed S; Hoffman, Richard C",Information Type and its Impact on Information Dissemination,Journal of Management Information Systems,,,,,,1988,,71-81,,2,5,,Journal of Management Information Systems,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ECACMMJF,journalArticle,2014,"Kuan, Kevin K Y; Zhong, Yingqin; Chau, Patrick Y K",Informational and Normative Social Influence in Group-Buying: Evidence from Self-Reported and EEG Data,Journal of Management Information Systems,,,,,,2014,,151-178,,4,30,,Journal of Management Information Systems,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KDUJVZ2G,journalArticle,2002,"Ryan, Sherry D; Harrison, David A; Schkade, Lawrence L",Information-Technology Investment Decisions: When Do Costs and Benefits in the Social Subsystem Matter?,Journal of Management Information Systems,,,,,,2002,,85-127,,2,19,,Journal of Management Information Systems,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MPRXSGIH,webpage,2004,,Infosys and Wharton School Announce the Wharton Infosys Business Transformation Awards 2004 for Latin America,www.Infosys.scom,,,,https://www.infosys.com/newsroom/press-releases/Pages/business-transformation-awards.aspx,,6/24/2004,3/16/2016,,,,,,,,,,,,,,,,Press Release,,,,,,,,,,,,,,,,,,,
FFHWHGKK,journalArticle,1998,"McKnight, D. Harrison; Cummings, Larry L.; Chervany, Norman L.",Initial Trust Formation in New Organizational Relationships,The Academy of Management Review,,0363-7425,10.2307/259290,http://www.jstor.org/stable/259290,"Arguably, the most critical time frame for organizational participants to develop trust is at the beginning of their relationship. Using primarily a cognitive approach, we address factors and processes that enable two organizational parties to form relatively high trust initially. We propose a model of specific relationships among several trust-related constructs and two cognitive processes. The model helps explain the paradoxical finding of high initial trust levels in new organizational relationships.",1998,11/10/2015 3:18,473-490,,3,23,,The Academy of Management Review,,,,,,,,,,,,,JSTOR,,,,,,,,,,,,,,,,
6XNHFETT,journalArticle,2008,"Levina, Natalia; Vaast, Emmanuelle",Innovating or Doing as Told? Status Differences and Overlapping Boundaries in Offshore Collaboration,MIS Quarterly,,2767783,,http://ezproxy.baylor.edu/login?url=http://search.ebscohost.com/login.aspx?direct=true&db=cph&AN=31828555&site=ehost-live&scope=site,"Increasingly, firms source more complex and strategic as well as harder to codify information technology projects to low-cost offshore locations. Completing such projects successfully requires close collaboration among all participants. Yet, achieving such collaboration is extremely difficult because of the complexity of the context: multiple and over-lapping boundaries associated with diverse organizational and national contexts separate the participants. These boundaries also lead to a pronounced imbalance of resources among onshore and offshore contributors giving rise to status differences and inhibiting collaboration. This research adopts a practice perspective to investigate how differences in country and organizational contexts give rise to boundaries and associated status differences in offshore application development projects and how these boundaries and status differences can be renegotiated in practice to establish effective collaboration. To illustrate and refine the theory, a qualitative case study of a large financial services firm, which sourced a variety of high-end IT work to its wholly owned subsidiaries (""captive centers"") and to third party vendors in multiple global locations (in particular, to India and Russia), is presented. Using a grounded theory approach, the paper finds that differences in country contexts gave rise to a number of boundaries that inhibited collaboration effectiveness, while differences in organizational contexts were largely mediated through organizational practices that treated vendor centers and captive units similarly. It also shows that some key onshore managers were able to alleviate status differences and facilitate effective collaboration across diverse country contexts by drawing on their position and resources. Implications are drawn for the theory and practice of global software development and multiparty collaboration.",2008-06,7/20/2016 22:54,307-332,,2,32,,MIS Quarterly,Innovating or Doing as Told?,,,,,,,,,,,,EBSCOhost,,,,,,,,,,,,,,,,
MKHNHBH4,journalArticle,2011,"Lin, Mei; Li, Shaojin; Whinston, Andrew B",Innovation and Price Competition in a Two-Sided Market,Journal of Management Information Systems,,,,,,2011,,171-202,,2,28,,Journal of Management Information Systems,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BZH3M4TV,book,2004,"Conference, Information Resources Management Association International","Innovations Through Information Technology: 2004 Information Resources Management Association International Conference, New Orleans, Louisiana, USA, May 23-26, 2004",,978-1-59140-261-9,,,,"Innovations Through Information Technology aims to provide a collection of unique perspectives on the issues surrounding the management of information technology in organizations around the world and the ways in which these issues are addressed. This valuable book is a compilation of features including the latest research in the area of IT utilization and management, in addition to being a valuable source in support of teaching and research agendas.",1/1/2004,,,750,,,,,Innovations Through Information Technology,,,,,Idea Group Inc (IGI),,en,,,,,Google Books,,,,,,,,,,,,,,,,
IX2AAZ87,conferencePaper,2012,"Borkar, Vinayak; Carey, Michael J.; Li, Chen","Inside Big Data management: ogres, onions, or parfaits?",Proceedings of the 15th International Conference on Extending Database Technology,,,,http://dl.acm.org/citation.cfm?id=2247598,,2012,4/14/2016 13:59,3�14,,,,,,Inside Big Data management,,,,,ACM,,,,,,,Google Scholar,,,,,,,,,,,,,,,,
VK3X2EVZ,journalArticle,2000,"Tillquist, John",Institutional Bridging: How Conceptions of IT-Enabled Change Shape the Planning Process,Journal of Management Information Systems,,,,,,2000,,115-152,,2,17,,Journal of Management Information Systems,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DRAVBIPG,journalArticle,2011,"Berente, Nicholas; Yoo, Youngjin",Institutional Contradictions and Loose Coupling: Postimplementation of NASA's Enterprise Information System,Information Systems Research,,1047-7047,10.1287/isre.1110.0373,http://pubsonline.informs.org/doi/abs/10.1287/isre.1110.0373,"Through a grounded analysis of the National Aeronautics and Space Administration (NASA's) enterprise information system (IS) implementation in the months immediately following the go-live, we show how NASA can be characterized as an institutionally plural organization, rife with diverse institutional logics, some consistent and some contradictory to each other. The enterprise system is introduced in accordance with the logic of managerial rationalism, but some of the institutional logics that organizational actors draw upon and reproduce contradict the logic of managerial rationalism in certain situations. In these situations, organizational actors loosely couple elements of their practices from the practices implied by the enterprise system, thus satisfying the demands associated with both institutional fields. We identify four generalizable forms of loose coupling that result from these institutional contradictions: temporal, material, procedural, and interpretive, and discuss their effects on both the system implementation and local practices. Further, we show how, through the use of institutional logics, researchers can identify fundamental institutional contradictions that explain regularities in the situated responses to enterprise system implementations�regularities that are consistently identified in the literature across a variety of organizational contexts.",7/26/2011,9/24/2015 1:03,376-396,,2,23,,Information Systems Research,Institutional Contradictions and Loose Coupling,,,,,,,,,,,,pubsonline.informs.org (Atypon),,,,,,,,,,,,,,,,
S8AJCXJU,journalArticle,1977,"Meyer, John W.; Rowan, Brian",Institutionalized organizations: Formal structure as myth and ceremony,American journal of sociology,,,,http://www.jstor.org/stable/2778293,,1977,7/14/2016 14:51,340�363,,,,,,Institutionalized organizations,,,,,,,,,,,,Google Scholar,,,,,,,,,,,,,,,,
MSI6ZVRG,journalArticle,2002,"Brynjolfsson, Erik; Hitt, Lorin M.; Yang, Shinkyu",Intangible assets: computers and organizational capital,Brookings Papers on Economic Activity,,72303,,http://go.galegroup.com/ps/i.do?id=GALE%7CA91916803&v=2.1&u=txshracd2488&it=r&p=GRGM&sw=w&asid=c3907b16c9d06ca3ef672bb1870b01e2,,2002,10/3/2015 23:31,137+,,,,,,Intangible assets,,,,,,,English,,,General Reference Center GOLD,,Gale,,137,,,,,,,,,,,,,,
TC2F2JHK,journalArticle,2013,"Astor, Philipp J; Adam, Marc T P; Jer?i?, Petar; Schaaff, Kristina; Weinhardt, Christof",Integrating Biosignals into Information Systems: A NeuroIS Tool for Improving Emotion Regulation,Journal of Management Information Systems,,,,,,2013,,247-278,,3,30,,Journal of Management Information Systems,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
QSZB5H34,journalArticle,2004,"GrÜNbacher, Paul; Halling, Michael; Biffl, Stefan; Kitapci, Hasan; Boehm, Barry W",Integrating Collaborative Processes and Quality Assurance Techniques: Experiences from Requirements Negotiation,Journal of Management Information Systems,,,,,,2004,,29-Sep,,4,20,,Journal of Management Information Systems,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P74IGV6N,journalArticle,1987,"Henderson, John C; Rockart, John F; Sifonis, John G",Integrating Management Support Systems into Strategic Information Systems Planning,Journal of Management Information Systems,,,,,,1987,,24-May,,1,4,,Journal of Management Information Systems,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DPH8FUAS,journalArticle,1997,"Teo, Thompson S H; King, William R",Integration between Business Planning and Information Systems Planning: An Evolutionary-Contingency Perspective,Journal of Management Information Systems,,,,,,1997,,185-214,,1,14,,Journal of Management Information Systems,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AN58PE52,journalArticle,2000,"Truman, Gregory E",Integration in Electronic Exchange Environments,Journal of Management Information Systems,,,,,,2000,,209-244,,1,17,,Journal of Management Information Systems,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MMZW7NAG,journalArticle,1986,"Smith, L Douglas; Janson, Marius A",Integration of Computer Graphics and Statistical Procedures for Decision Support Systems,Journal of Management Information Systems,,,,,,1986,,63-82,,2,3,,Journal of Management Information Systems,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E8S3C8VE,journalArticle,1995,"Baty Ii, James B; Lee, Ronald M",Inter Shop: Enhancing the Vendor/Customer Dialectic in Electronic Shopping,Journal of Management Information Systems,,,,,,1995,,Sep-31,,4,11,,Journal of Management Information Systems,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P79XCSHT,thesis,2005,"Andrade, Antonio D�az",Interaction Between Existing Social Networks And Information And Communication Technology (ICT) Tools: Evidence From Rural Andes,,,,,https://www.researchgate.net/profile/Antonio_Diaz_Andrade/publication/37986378_Interaction_between_existing_social_networks_and_information_and_communication_technology_(ICT)_tools__evidence_from_rural_Andes/links/0a85e53cd798d1eea9000000.pdf,"This exploratory and interpretive research examines the anticipated consequences of information and communication technology (ICT) on six remote rural communities, located in the northern Peruvian Andes, which were provided with computers connected to the Internet. Instead of looking for economic impacts of the now-available technological tools, this research investigates how local individuals use (or not) computers, and analyses the mechanisms by which computermediated information, obtained by those who use computers, is disseminated through their customary face-to-face interactions with their compatriots. A holistic multiple-case study design was the basis for the data collection process. Data were collected during four-and-half months of fieldwork. Grounded theory informed both the method of data analysis and the technique for theory building. As a result of an inductive thinking process, two intertwined core themes emerged. The first theme, individuals� exploitation of ICT, is related to how some individuals overcome some difficulties and try to make the most of the now available ICT tools. The second theme, complementing existing social networks through ICT, reflects the interaction between the newly ICT-mediated information and virtual networks and the local existing social networks. However, these two themes were not evenly distributed across the communities studied. The evidence revealed that dissimilarities in social cohesion among the communities and, to some extent, disparities in physical infrastructure are contributing factors that explain the unevenness. But social actors � named as �activators of information� � become the key triggers of the disseminating process for fresh and valuable ICT-mediated information throughout their communities. These findings were compared to the relevant literature to produce theoretical generalisations. As a conclusion, it is suggested any ICT intervention in a developing country requires at least three elements to be effective: a tolerable physical infrastructure, a strong degree of social texture and an activator of information.",2005,4/24/2016 1:01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EJW8PCDV,journalArticle,2006,"Jinwei, Cao; Crews, Janna M; Ming, Lin; Deokar, Amit; Burgoon, Judee K; Nunamaker Jr, Jay F",Interactions Between System Evaluation and Theory Testing: A Demonstration of the Power of a Multifaceted Approach to Information Systems Research,Journal of Management Information Systems,,,,,,2006,,207-235,,4,22,,Journal of Management Information Systems,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
V4F78GEK,journalArticle,1994,"Riggins, Frederick J; Mukhopadhyay, Tridas",Interdependent Benefits from Interorganizational Systems: Opportunities for Business Partner Reengineering,Journal of Management Information Systems,,,,,,1994,,37-57,,2,11,,Journal of Management Information Systems,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GAG28G3P,journalArticle,2014,"Weber, Thomas A","Intermediation in a Sharing Economy: Insurance, Moral Hazard, and Rent Extraction",Journal of Management Information Systems,,,,,,2014,,35-71,,3,31,,Journal of Management Information Systems,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6NG5XTF4,journalArticle,2014,"Niehaves, Bj�rn; Plattfaut, Ralf",Internet adoption by the elderly: employing IS technology acceptance theories for understanding the age-related digital divide,European Journal of Information Systems,,0960085X,http://dx.doi.org/10.1057/ejis.2013.19,http://search.proquest.com.ezproxy.baylor.edu/docview/1616893157/abstract/3A3F82B850144FC2PQ/1,"Information technology (IT) allows members of the growing elderly population to remain independent longer. However, while technology becomes more and more pervasive, an age-related underutilisation of IT remains observable. For instance, elderly people (65 years of age and older) are significantly less likely to use the Internet than the average population (see, for instance, European Commission, 2011). This age-related digital divide prevents many elderly people from using IT to enhance their quality of life through tools, such as Internet-based service delivery. Despite the significance of this phenomenon, the information systems (IS) literature lacks a comprehensive consideration and explanation of technology acceptance in general and more specifically, Internet adoption by the elderly. This paper thus studies the intentions of the elderly with regard to Internet use and identifies important influencing factors. Four alternative models based on technology acceptance theory are tested in the context of comprehensive survey data. As a result, a model that explains as much as 84% of the variance in technology adoption among the elderly is developed. We discuss the contribution of our analyses to the research on Internet adoption (and IT adoption in general) by the elderly, on the digital divide, and on technology acceptance and identify potentially effective paths for future research and theoretical development.",2014-11,2/19/2016 3:48,708-726,,6,23,,,Internet adoption by the elderly,,,,,,,English,� Operational Research Society 2014,,,,ProQuest,,,,,,,,,,,,,,,,
ZXIU3QRR,journalArticle,2001,"Jung, J.-Y.; Qiu, J. L.; Kim, Y.-C.","Internet Connectedness and Inequality: Beyond the ""Divide""",Communication Research,,0093-6502,10.1177/009365001028004006,http://crx.sagepub.com/cgi/doi/10.1177/009365001028004006,"This article presents the Internet Connectedness Index (ICI), a measure for monitoring long-term inequalities in the quality of Internet connections among users, especially in terms of whether Internet connections will enhance the chances of people's upward mobility. This index is preferable to more established digital divide measures (e.g., gadgetry ownership or time online) for research on how the Internet is being incorporated into a world of structural inequalities. The ICI utilizes conventional time, history, and context measures, but goes beyond them to capture the scope and centrality of Internet incorporation into the everyday lives of diverse social groups. The validity and robustness of ICI vis-�-vis conventional ownership and time online measures are demonstrated in this article. In addition, the authors discuss theoretical, methodological, and policy implications based on the results. The analytical data are drawn from the Communication Technology and Community Program's Metamorphosis Project, an inquiry into the communication infrastructures of seven ethnically marked residential areas in Los Angeles.",8/1/2001,2/18/2016 22:47,507-535,,4,28,,,Internet Connectedness and Inequality,,,,,,,en,,,,,CrossRef,,,,,,,,,,,,,,,,
3C3FAGBP,journalArticle,2007,"Otjacques, Beno�t; Hitzelberger, Patrik; Feltz, Fernand",Interoperability of E-Government Information Systems: Issues of Identification and Data Sharing,Journal of Management Information Systems,,,,,,2007,,29-51,,4,23,,Journal of Management Information Systems,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
87HVQMS3,journalArticle,1996,"Clark, Theodore H; Stoddard, Donna B",Interorganizational Business Process Redesign: Merging Technological and Process Innovation,Journal of Management Information Systems,,,,,,1996,,28-Sep,,2,13,,Journal of Management Information Systems,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
X828P2R2,journalArticle,2008,"Paulraj, Antony; Lado, Augustine A.; Chen, Injazz J.",Inter-organizational communication as a relational competency: Antecedents and performance outcomes in collaborative buyer�supplier relationships,Journal of Operations Management,,0272-6963,10.1016/j.jom.2007.04.001,http://www.sciencedirect.com/science/article/pii/S027269630700068X,"Inter-organizational communication has been documented as a critical factor in promoting strategic collaboration among firms. In this paper, we seek to extend the stream of research in supply chain management by systematically investigating the antecedents and performance outcomes of inter-organizational communication. Specifically, inter-organizational communication is proposed as a relational competency that may yield strategic advantages for supply chain partners. Using structural equation modeling, we empirically test a number of hypothesized relationships based on a sample of over 200 United States firms. Our results provide strong support for the notion of inter-organizational communication as a relational competency that enhances buyers� and suppliers� performance. Implications for future research and practice are offered.",2008-01,10/23/2015 18:27,45-64,,1,26,,Journal of Operations Management,Inter-organizational communication as a relational competency,,,,,,,,,,,,ScienceDirect,,,,,,,,,,,,,,,,
7RD6N6BZ,journalArticle,2004,"Brown, Houghton G; Scott Poole, Marshall; Rodgers, Thomas L","Interpersonal Traits, Complementarity, and Trust in Virtual Collaboration",Journal of Management Information Systems,,,,,,2004,,115-137,,4,20,,Journal of Management Information Systems,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BNX5UPCI,journalArticle,1995,"Walsham, G.",Interpretive case studies in IS research: nature and method:�[1],European Journal of Information Systems,,0960085X,http://dx.doi.org/10.1057/ejis.1995.9,http://search.proquest.com.ezproxy.baylor.edu/docview/1439065873/abstract/452270106EBF4A1EPQ/1,"There has been an increase in recent years in the number of in-depth case studies which focus on human actions and interpretations surrounding the development and use of computer-based information systems (IS). This paper addresses philosophical and theoretical issues concerning the nature of such interpretive case studies, and methodological issues on the conduct and reporting of this type of research. The paper aims to provide a useful reference point for researchers who wish to work in the interpretive tradition, and more generally to encourage careful work on the conceptualisation and execution of case studies in the information systems field. [PUBLICATION ABSTRACT]",1995-05,5/3/2016 0:29,74-81,,2,4,,,Interpretive case studies in IS research,,,,,,,English,� Operational Research Society 1995,,,,ProQuest,,,,,,,,,,,,,,,,
HGDF22MX,journalArticle,2003,,Into the Black Box: The Knowledge Transformation Cycle,Management Science,,0025-1909,10.1287/mnsc.49.9.1180.16564,http://pubsonline.informs.org/doi/abs/10.1287/mnsc.49.9.1180.16564,"This paper examines how knowledge is integrated in complex technology and product development settings. By framing the task of knowledge integration as a cycle, we highlight the inability of current knowledge transfer theories to explain the consequences that arise from the path-dependent nature of knowledge. We compare the complexity of this knowledge integration task to previous efforts in terms of its novelty and the organizational properties of specialization and dependence that are required. Drawing on evidence from two empirical studies, we outline three stages of the �knowledge transformation cycle,� which addresses the complexity of this integration task. We conclude with the implications of this knowledge transformation cycle on our understanding of knowledge management and organizational learning.",9/1/2003,7/23/2016 23:58,1180-1195,,9,49,,Management Science,Into the Black Box,,,,,,,,,,,,pubsonline.informs.org (Atypon),,,,,,,,,,,,,,,,
KMB656KP,journalArticle,2007,"Yue, Wei T; �akanyildirim, Metin",Intrusion Prevention in Information Systems: Reactive and Proactive Responses,Journal of Management Information Systems,,,,,,2007,,329-353,,1,24,,Journal of Management Information Systems,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UR6ACZDU,journalArticle,2004,"Par�, Guy",Investigating  Information Systems with Positivist Case Research,Communications of the Association for Information Systems,,1529-3181,,http://aisel.aisnet.org/cais/vol13/iss1/18,,2/18/2004,,,,1,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
55RV6EK9,journalArticle,2005,"Gemino, Andrew; Parker, Drew; Kutzschan, Adrienne Olnick",Investigating Coherence and Multimedia Effects of a Technology-Mediated Collaborative Environment,Journal of Management Information Systems,,,,,,2005,,97-121,,3,22,,Journal of Management Information Systems,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4MVDB67M,journalArticle,2003,"Hardgrave, Bill C; Davis, Fred D; Riemenschneider, Cynthia K",Investigating Determinants of Software Developers' Intentions to Follow Methodologies,Journal of Management Information Systems,,,,,,2003,,123-151,,1,20,,Journal of Management Information Systems,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2NM8I7ZB,journalArticle,1999,"Myers, Michael",Investigating Information Systems with Ethnographic Research,Commun. AIS,,,,http://dl.acm.org/citation.cfm?id=374486.374487,,1999-12,5/4/2016 20:53,,,4es,2,,,,,,,,,,,,,,,ACM Digital Library,,,,,,,,,,,,,,,,
FN2I7JZF,journalArticle,2010,"Kirsch, Laurie J.; Ko, Dong-Gil; Haney, Mark H.",Investigating the Antecedents of Team-Based Clan Control: Adding Social Capital as a Predictor,Organization Science,,10477039,10.1287/orsc.1090.0458,http://ezproxy.baylor.edu/login?url=http://search.ebscohost.com/login.aspx?direct=true&db=ehh&AN=51793456&site=ehost-live&scope=site,"Organizations are increasingly relying on team-based structures as work becomes more complex, nonroutine, and knowledge intensive. Teams comprised of individuals with diverse skills and expertise may be well suited to perform such work. However, as teams become more prevalent, organizations may struggle with ways to exercise control. Formal controls, with their focus on prespecified rules, performance targets, and hierarchical relationships, may be less effective in a teamwork environment than clan control, in which work-related behavior is motivated by shared norms and values, as well as a common vision, and individuals attempt to be accepted or ""regular"" members of a team. However, little is known about the antecedents of clan control. Much of the existing empirical research on the antecedents of control has been influenced by Ouchi's (Ouchi, W. G. 1977. The relationship between organizational structure and organizational control. Admin. Sci. Quart. 22 95-113) framework, which posits clan control is used when managers lack knowledge of means-ends relationships and are unable to measure outcomes. This paper adopts the view that clan control is a ""people"" or social process and argues that social capital, a construct that reflects connections and relationships among individuals, is a missing, key antecedent of clan control. In particular, we posit that the existence of social capital enables team members, as well as project managers, to facilitate clan control within a team, i.e., team-based clan control. A model is developed and hypotheses are tested using survey data collected from 95 information systems project teams. The results suggest that social capital assets are associated with team-based clan control. Recognizing that the project manager typically has a different level of organizational authority than team members, additional hypotheses are developed relating characteristics of the project manager to team-based clan control. The results of these tests suggest that team-based clan control is also dependent on the manager's knowledge of business processes and the application area, coupled with the extent to which he observes the behaviors of the project team. Thus, our results suggest that there are conditions under which team-based clan control is facilitated by the project team as a whole (including team members and project managers), as well as conditions under which team-based clan control is facilitated by project managers in their role as team leaders. Implications and suggestions for future work are discussed.",4/3/2010,11/3/2015 14:32,469-489,,2,21,,Organization Science,Investigating the Antecedents of Team-Based Clan Control,,,,,,,,,,,,EBSCOhost,,,,,,,,,,,,,,,,
